"","1","2","3","4","5"
"7943051",3.80861194921633,4.33862623190983,5.43813910981517,4.92651168936263,4.58347811222607
"7981949",5.54009628429039,8.37464067839527,8.97426731173692,9.0059498133739,8.66550769831745
"7981951",3.72039758650791,6.77463893609869,7.54377883632982,7.29885875452475,6.44332956159677
"7981960",2.88253064277137,7.419796703143,8.24872698949003,8.45397661566509,7.73223473622896
"7981970",3.62812087932845,6.00441280654869,6.06979159649993,6.53629918400766,6.00441280654869
"7981972",2.59117394531377,3.91083021785225,4.93611139955082,4.92652068345286,3.5577844322739
"7981974",2.87687026517719,6.62004878993141,7.49126509164795,7.71183869418537,6.65184911254327
"7981976",7.82036743502891,11.4898796151265,12.0773916746344,11.8869905802211,11.2998625873835
"7981978",8.9108442998137,11.7462524100173,12.31399656441,12.3287425276868,11.9594907007728
"7981980",1.51921213184504,3.37983442995881,4.10579413674079,4.36763570890614,3.37983442995881
"7981984",2.59081098974656,5.92575012217296,6.90633495875367,6.95197167258113,5.44199319824671
"7981992",2.06346399459186,7.01462573722713,8.02188501841235,7.77168340224811,6.82474553549192
"7981994",3.52576868792332,6.60302094337986,7.14377603379755,7.26862207371024,7.16526382898262
"7981996",7.23689935881218,9.5628991992982,10.154053604728,10.2590439197477,9.47354827838145
"7981998",3.62488250479483,6.89241231032464,7.18130557414004,7.44125154988475,6.3104172311308
"7982000",3.51082066066063,6.59585156949606,7.35135900396435,7.29770227060305,6.49232684653095
"7982002",3.1070862672786,6.53012402544228,7.02867760063783,7.15842926834041,6.14559712772699
"7982094",1.96783014792292,1.96783014792292,2.54402966594125,2.19522891132683,1.41602290362125
"7982004",3.83382849978788,7.21041793554598,7.68085920589961,7.49888879778231,6.33821665687768
"7982006",3.41966922832759,7.00445710007174,7.94712906811449,8.08576371842182,6.44190441459286
"8114787",7.52845842411794,8.5818637939352,8.64412342411259,8.50002072438205,8.1321170130041
"7996819",4.80764250524062,8.93249841390098,8.8026808153696,8.8026808153696,8.81366880982437
"8022872",5.24078259027813,5.24078259027813,5.26083389716399,5.24078259027813,4.57611059325642
"7937104",3.56778666768012,3.86471109311058,4.33434302283044,4.35488690236567,5.09575826189924
"8027348",4.13647367325152,7.71268114959833,8.66283184277639,8.61041781425981,7.62862106015716
"8035793",5.65333965091738,7.81219672121336,7.92006833721164,7.73285199536819,7.64167424005057
"8066739",4.33408573793871,4.98402946156438,4.97396336254703,4.98402946156438,5.03729295451345
"8123101",4.27347688909782,4.2537019373879,4.65718668070468,4.86292545376156,5.2306065508068
"8057732",5.73118861459673,5.84990471742526,5.23674853945186,5.84663523379395,5.73118861459673
"8088911",6.85024039016258,7.45611664802904,7.7269934869899,7.96229485192948,6.47050736770744
"8105607",3.25937525456554,5.77854058520486,6.2347743233477,6.41947245275905,5.70780970154392
"8132978",7.64291058034238,7.85577633609749,7.17371706485494,7.66530790200452,8.21539853175971
"7950082",5.67324336613312,6.36970126774461,6.79059424034152,6.43622944829325,5.75495727551058
"8177222",2.99848447321052,11.3053185317907,11.6725862069105,11.6948857344801,10.7798755582721
"8065537",5.3196190051063,5.09088128609561,6.75586197293054,7.0180715817581,6.40336745383092
"8078479",9.56956662272797,8.79765634333878,8.95443489101013,8.95443489101013,8.19948522146668
"8171758",5.48671691523963,7.07771961368949,8.35823428833152,8.18316182640475,6.97337468719315
"8044375",4.6111422487289,5.53593032981096,5.83780809508582,5.53593032981096,5.46636626870184
"7955195",5.5874551969461,6.86289838957801,6.71419135449269,6.71419135449269,6.91092510381514
"7917088",8.3279041655016,6.47770449861379,6.67985355149348,6.67985355149348,5.55825725474062
"8027332",3.11970410460045,3.48258405937601,4.09509345579293,4.09714164930022,3.09751878859134
"7959016",4.59025804598604,5.39266153800466,4.98874526252184,4.81393700918024,5.35943354500595
"8100338",4.33901878714606,6.90069284019906,6.7654824749523,6.77494341559133,6.7654824749523
"7942796",4.4017318837229,4.32228820286384,4.27618714692222,3.70954265333799,4.27618714692222
"8031825",8.09372622599875,10.3963373386777,10.4525666134859,10.754414689375,9.6802807012441
"8024843",6.77038713146872,9.09654020937129,8.98298233546781,8.98298233546781,9.20450812940231
"7973036",6.94185247695527,8.10807531182833,8.41204096547366,8.44623992524911,7.85498824841465
"8104663",6.87176972285209,6.11460954264281,7.82811740289562,7.26939453612286,5.68358580752559
"8008564",4.15596379267924,6.72669640509853,6.91373484371221,6.70188029566088,6.14961612715277
"8131441",4.27676090060958,4.73315650181552,4.90047108892555,5.41396762032816,3.77773102475775
"8033319",5.08977430055659,5.83279023832065,5.28909707495688,5.53593032981096,5.81562770904603
"8180310",9.8960835680706,10.3952304487196,10.720366762967,10.5440200605685,9.88263702495683
"7942647",5.31027206137976,6.43854263557842,6.69244555521499,6.40609865410057,6.06374201788286
"7924840",4.74396473328153,5.29381284360728,4.74396473328153,4.56192627704752,5.34692846281127
"8036302",3.51584331877758,6.37352192066058,6.19459770947813,6.6824840481724,6.17192038074398
"7981945",2.78186104972334,7.50438099163679,7.83679894309399,8.0011044676783,6.81193557527476
"8031514",6.27480502520846,5.69496723790309,4.60748453342561,5.32002091163018,6.66015479022158
"7998835",6.36961812147774,4.85220042825328,5.25281836093595,5.14291927953126,5.50983004761913
"8083709",8.1488008860748,9.0936376790235,9.47670308506105,9.43298385028383,8.81118239557158
"8016094",7.9436638521983,10.0160619625947,9.89188967919624,9.93105319696362,9.94911740173406
"8071274",6.94481228414001,7.77930742321759,7.51409114918726,7.85306627119288,8.43019401506894
"7961173",1.85706959398668,3.88152144253719,2.43753871100886,2.42489311808093,3.13190333573021
"8034342",7.42085618359796,9.26414994667177,8.83435963913168,8.9709573272241,8.36210780956437
"8034084",4.60946247203043,8.46271798260699,8.5113099579683,8.42312430379051,8.54050160389109
"8027650",8.77047614223756,9.74041225068572,9.9354539399643,9.8052898138596,9.68801179310867
"8029884",9.27378641174324,10.0538396526402,10.1816810786449,10.0538396526402,10.1277408510767
"8069744",8.06465044013615,6.6808314905471,6.6808314905471,6.6808314905471,6.00416604705838
"8111271",3.34148477412936,4.39826945013037,4.77598027001834,4.32960045186191,3.76073334873717
"8135031",4.58566798954008,5.32508780422395,4.82465048683533,4.94068950507983,5.24760634881748
"7941621",7.43606720906858,8.14603665926339,8.07666745291214,8.02185663381357,8.30616335348235
"7899562",5.77915305536152,6.6940949129504,6.54115673924057,6.54115673924057,7.22232215875971
"8111255",6.07958742601309,3.2712759481356,3.9615531154228,3.85170398871643,3.60644613287932
"8112980",9.70546484385691,9.10218987594726,9.43441985259087,9.27797558646776,8.55223683677254
"8152938",4.34784077837651,6.15923270254216,6.08442766300959,6.67748116208908,6.08442766300959
"8112687",8.12673639907838,8.22108466684234,8.62032962529396,8.32722560899257,7.72052670655834
"8001800",10.7826462570183,5.88932568329137,6.73650560875779,6.73650560875779,6.35025117591514
"7918620",5.00110056789257,4.20664811344743,5.00799306556212,5.04784940856175,5.00110056789257
"8108301",6.66876227430758,7.98910813845838,8.353453993748,7.98910813845838,7.86698880948836
"8054077",7.0979905712213,6.19848573554964,6.47750662908084,6.61211717109979,6.89531739153367
"8180405",6.76361011969419,7.19480796051704,7.457485250929,7.50382525192952,6.39246493137589
"8051882",9.26992103113652,10.8284768315203,10.9987866791815,10.948802353207,10.4700447165398
