"","1","2","3","4","5"
"7892501",6.9672992694016,5.5736245219496,7.01781617561588,7.05239053077807,4.6460066895176
"7892502",4.03440544639704,5.46523922725096,5.66032124827726,5.32188306450453,4.36044967289713
"7892503",1.44415858841566,3.19812699676572,4.81126342022964,4.64587138601689,2.90897715700449
"7892504",9.41273669435777,8.89432621602744,9.17278941162009,9.32154714467709,8.35592372297624
"7892505",3.50897092148478,1.81518675620351,2.63045000894402,2.21294666750998,2.33848429015317
"7892506",2.90394000277919,3.86463427543812,5.28758607958215,4.42444026559335,2.77818713014519
"7892507",4.02831829580006,3.04470537157702,3.9904101762379,4.45546177557149,3.22712527776345
"7892508",3.33568706837425,6.31563031165196,6.31591644513346,6.33091478218465,6.16092459132776
"7892509",10.8541311660941,11.5626254720611,12.2191666158144,12.149519714258,11.2760851854499
"7892510",2.86827748760029,4.31945016313768,4.98173015634939,4.02144791233114,3.10829907480292
"7892511",2.10260867482323,1.99196414228846,2.55601746684653,2.64372234748891,2.42521849275423
"7892512",6.76622310387718,6.6508655315365,6.5590199668035,6.2717552327693,6.91505071957284
"7892513",3.00311504443794,3.08412922659722,4.09360304027435,3.08589156755338,3.30555517320589
"7892514",10.7682415636461,10.0595376281646,10.8577701855765,10.8980519414528,9.44813697082041
"7892515",7.94070253766971,7.81625482476198,8.42728890993823,8.23219516578192,8.35651018513497
"7892516",6.10451518691109,5.75766467845958,6.84512698347722,7.07990296469353,4.72354727486347
"7892517",5.24052229002423,5.65416684545701,6.19566860858343,6.65024103843998,5.14751665929153
"7892518",2.6815402376095,1.98565004824112,2.16985114482492,2.49063159419815,2.07204662688816
"7892519",5.07050033284651,4.9793367616111,5.45391755094831,5.10499851263626,5.20248641762872
"7892520",9.02159349081779,8.81907670844785,9.18520343621482,9.0907505820951,9.53004205497754
"7892521",6.38884585369212,5.2654884047928,5.9907742195079,5.38223559757151,5.89083535522025
"7892522",5.75935047657353,5.95741768197239,5.63317602294398,5.8785101887944,6.42162028850816
"7892524",6.0727493627154,6.0594333378389,7.07287459105039,6.8809202905266,5.76133172610779
"7892525",5.31119105227052,5.13019094272974,5.92273075236301,5.67804952066084,5.52836042337852
"7892526",5.55007897920122,6.08814649238404,6.55380315923209,6.81254717088125,6.22764185465588
"7892527",8.13779509526762,10.3813255459081,10.013133634763,10.0800832574807,10.2887750289974
"7892528",1.52044791452271,1.16744501811566,1.35956003639482,1.18807560299051,1.45486671986669
